sale_price,image_name
775.0,farfetch_shoe7793.jpg
276.0,farfetch_shoe8968.jpg
316.0,stockx_shoe920.jpg
770.0,farfetch_shoe8114.jpg
988.0,farfetch_shoe7358.jpg
910.0,farfetch_shoe9563.jpg
481.0,farfetch_shoe10977.jpg
128.0,farfetch_shoe7953.jpg
771.0,farfetch_shoe4639.jpg
478.0,farfetch_shoe5783.jpg
152.0,stockx_shoe240.jpg
535.0,farfetch_shoe4000.jpg
490.0,farfetch_shoe5223.jpg
486.0,farfetch_shoe1756.jpg
984.0,farfetch_shoe8316.jpg
104.0,farfetch_shoe8568.jpg
576.0,farfetch_shoe6270.jpg
646.0,farfetch_shoe5759.jpg
467.0,farfetch_shoe1738.jpg
572.0,farfetch_shoe6511.jpg
506.0,farfetch_shoe1036.jpg
950.0,farfetch_shoe9761.jpg
175.0,stockx_shoe564.jpg
501.0,farfetch_shoe10291.jpg
440.0,farfetch_shoe10957.jpg
471.0,farfetch_shoe1860.jpg
570.0,farfetch_shoe5392.jpg
372.0,farfetch_shoe7874.jpg
722.0,farfetch_shoe4943.jpg
307.0,farfetch_shoe10068.jpg
1098.0,farfetch_shoe9464.jpg
1047.0,farfetch_shoe4062.jpg
660.0,farfetch_shoe703.jpg
104.0,farfetch_shoe2927.jpg
247.0,farfetch_shoe10625.jpg
207.0,farfetch_shoe1407.jpg
211.0,farfetch_shoe8258.jpg
741.0,farfetch_shoe9971.jpg
104.0,farfetch_shoe3806.jpg
576.0,farfetch_shoe7883.jpg
725.0,farfetch_shoe7576.jpg
329.0,farfetch_shoe5574.jpg
330.0,farfetch_shoe6292.jpg
441.0,farfetch_shoe7864.jpg
534.0,farfetch_shoe7580.jpg
471.0,farfetch_shoe4318.jpg
120.0,farfetch_shoe11685.jpg
938.0,farfetch_shoe9597.jpg
1010.0,farfetch_shoe5599.jpg
103.0,farfetch_shoe7941.jpg
193.0,farfetch_shoe9791.jpg
402.0,farfetch_shoe10901.jpg
134.0,farfetch_shoe4482.jpg
288.0,stockx_shoe112.jpg
1197.0,farfetch_shoe769.jpg
219.0,stockx_shoe85.jpg
463.0,stockx_shoe211.jpg
302.0,farfetch_shoe6779.jpg
908.0,farfetch_shoe113.jpg
523.0,farfetch_shoe11796.jpg
613.0,farfetch_shoe3658.jpg
595.0,farfetch_shoe3134.jpg
915.0,farfetch_shoe1046.jpg
538.0,farfetch_shoe6426.jpg
424.0,farfetch_shoe1006.jpg
828.0,farfetch_shoe3419.jpg
401.0,farfetch_shoe7090.jpg
284.0,farfetch_shoe4763.jpg
920.0,farfetch_shoe8223.jpg
269.0,farfetch_shoe9009.jpg
585.0,farfetch_shoe305.jpg
114.0,farfetch_shoe5271.jpg
653.0,farfetch_shoe4422.jpg
112.0,farfetch_shoe2895.jpg
323.0,farfetch_shoe10450.jpg
